"literal","code","standard","contributor","broader_code","broader_term","uri","broader_uri"
"reparateurs","300025869","reparateurs","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025869","http://vocab.getty.edu/aat/300174088"
"houtbewerkers","300025368","houtbewerkers","AAT Getty NL","300025281","<personen in ambachten en beroepen naar materiaal>","http://vocab.getty.edu/aat/300025368","http://vocab.getty.edu/aat/300025281"
"importeurs","300025225","importeurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025225","http://vocab.getty.edu/aat/300025207"
"scheepsbouwers","300025424","scheepsbouwers","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025424","http://vocab.getty.edu/aat/300025001"
"bedienden","300025874","bedienden","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300025874","http://vocab.getty.edu/aat/300174088"
"bovennatuurlijke wezens","300412072","bovennatuurlijke wezens","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300412072","http://vocab.getty.edu/aat/300168457"
"meubelmakers","300025401","meubelmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025401","http://vocab.getty.edu/aat/300168308"
"industriëlen","300025226","industriëlen","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025226","http://vocab.getty.edu/aat/300025207"
"stutters","300025036","stutters","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025036","http://vocab.getty.edu/aat/300025001"
"bediening","300238451","bediening (personeel)","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300238451","http://vocab.getty.edu/aat/300174088"
"handschoenenmakers","300025293","handschoenenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025293","http://vocab.getty.edu/aat/300168308"
"tlahtohqueh","300404942","tlahtohqueh","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300404942","http://vocab.getty.edu/aat/300025475"
"beleggingsadviseurs","300025227","beleggingsadviseurs","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025227","http://vocab.getty.edu/aat/300025207"
"schoenpoetsers","300343571","schoenpoetsers","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300343571","http://vocab.getty.edu/aat/300174088"
"wierookdragers","300411989","wierookdragers","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300411989","http://vocab.getty.edu/aat/300168457"
"geweermakers","300025335","geweermakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025335","http://vocab.getty.edu/aat/300168308"
"rentmeesters","300236284","rentmeesters","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300236284","http://vocab.getty.edu/aat/300174088"
"tirannen","300236616","tirannen","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300236616","http://vocab.getty.edu/aat/300025475"
"beleggers","300025229","beleggers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025229","http://vocab.getty.edu/aat/300025207"
"plaatsaanwijzers","300263351","plaatsaanwijzers","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300263351","http://vocab.getty.edu/aat/300174088"
"instrumentmakers","300227488","instrumentmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300227488","http://vocab.getty.edu/aat/300168308"
"onderkoningen","300025472","onderkoningen","AAT Getty NL","300025475","heersers","http://vocab.getty.edu/aat/300025472","http://vocab.getty.edu/aat/300025475"
"kooplieden","300025245","kooplieden","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025245","http://vocab.getty.edu/aat/300025207"
"slopers","300025013","slopers","AAT Getty NL","300025001","bouwvakkers","http://vocab.getty.edu/aat/300025013","http://vocab.getty.edu/aat/300025001"
"edelsmeden","300025409","edelsmeden","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025409","http://vocab.getty.edu/aat/300168308"
"proprietors","300025241","proprietors","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025241","http://vocab.getty.edu/aat/300025207"
"luthiers","300025412","luthiers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025412","http://vocab.getty.edu/aat/300168308"
"verkooppersoneel","300025243","verkooppersoneel","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025243","http://vocab.getty.edu/aat/300025207"
"leveranciers","300025252","leveranciers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300025252","http://vocab.getty.edu/aat/300025207"
"modelleurs","300025417","modelleurs","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025417","http://vocab.getty.edu/aat/300168308"
"begrafenisondernemers","300136468","begrafenisondernemers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300136468","http://vocab.getty.edu/aat/300025207"
"modelmakers","300248289","modelmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300248289","http://vocab.getty.edu/aat/300168308"
"verkopers","300150791","verkopers","AAT Getty NL","300025207","<personen in de handel en zakenwereld>","http://vocab.getty.edu/aat/300150791","http://vocab.getty.edu/aat/300025207"
"opticiëns","300237213","opticiëns","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300237213","http://vocab.getty.edu/aat/300168308"
"orgelbouwers","300237243","orgelbouwers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300237243","http://vocab.getty.edu/aat/300168308"
"patroonmakers","300025418","patroonmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025418","http://vocab.getty.edu/aat/300168308"
"zadelmakers","300025420","zadelmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025420","http://vocab.getty.edu/aat/300168308"
"zeilmakers","300025421","zeilmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025421","http://vocab.getty.edu/aat/300168308"
"zegelmakers","300025415","zegelmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025415","http://vocab.getty.edu/aat/300168308"
"schoenmakers","300025294","schoenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025294","http://vocab.getty.edu/aat/300168308"
"zwaardsmeden","300025342","zwaardsmeden","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025342","http://vocab.getty.edu/aat/300168308"
"gereedschapsmakers","300025416","gereedschapsmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025416","http://vocab.getty.edu/aat/300168308"
"vazallen","300237335","vazallen","AAT Getty NL","300025912","<personen naar toestand of omstandigheid>","http://vocab.getty.edu/aat/300237335","http://vocab.getty.edu/aat/300025912"
"speelgoedmakers","300237761","speelgoedmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300237761","http://vocab.getty.edu/aat/300168308"
"veteranen","300192315","veteranen","AAT Getty NL","300025912","<personen naar toestand of omstandigheid>","http://vocab.getty.edu/aat/300192315","http://vocab.getty.edu/aat/300025912"
"wijnhandelaren","300136471","wijnhandelaren","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300136471","http://vocab.getty.edu/aat/300168308"
"horlogemakers","300025398","horlogemakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025398","http://vocab.getty.edu/aat/300168308"
"wagenmakers","300025384","wagenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025384","http://vocab.getty.edu/aat/300168308"
"pruikenmakers","300025425","pruikenmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025425","http://vocab.getty.edu/aat/300168308"
"proeflezers","300418027","proeflezers","AAT Getty NL","300025825","<personen naar activiteit>","http://vocab.getty.edu/aat/300418027","http://vocab.getty.edu/aat/300025825"
"propagandisten","300237374","propagandisten","AAT Getty NL","300025825","<personen naar activiteit>","http://vocab.getty.edu/aat/300237374","http://vocab.getty.edu/aat/300025825"
