"literal","code","standard","contributor","broader_uri","broader_term","uri"
"insurance agents","300025217","insurance agents","AAT Getty","http://vocab.getty.edu/aat/300025213","agents (commercial representatives)","http://vocab.getty.edu/aat/300025217"
"railroad builders","300386354","railroad builders","AAT Getty","http://vocab.getty.edu/aat/300025226","industrialists","http://vocab.getty.edu/aat/300386354"
"appliance manufacturers","300386681","appliance manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300386681"
"bibliophiles","300404066","bibliophiles","AAT Getty","http://vocab.getty.edu/aat/300025234","collectors","http://vocab.getty.edu/aat/300404066"
"tapestry dealers","300265035","tapestry dealers","AAT Getty","http://vocab.getty.edu/aat/300025236","dealers","http://vocab.getty.edu/aat/300265035"
"bouquinistes","300265407","bouquinistes","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300265407"
"shopkeepers","300025247","shopkeepers","AAT Getty","http://vocab.getty.edu/aat/300025246","retailers","http://vocab.getty.edu/aat/300025247"
"casters (people)","300025257","casters (people)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025257"
"glass carvers","300386226","glass carvers","AAT Getty","http://vocab.getty.edu/aat/300025256","carvers (people in crafts)","http://vocab.getty.edu/aat/300386226"
"plaster casters","300435188","plaster casters","AAT Getty","http://vocab.getty.edu/aat/300025257","casters (people)","http://vocab.getty.edu/aat/300435188"
"fassmalers","300435146","fassmalers","AAT Getty","http://vocab.getty.edu/aat/300025261","gilders","http://vocab.getty.edu/aat/300435146"
"birchbark artists","300435654","birchbark artists","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300435654"
"glass grinder","300435186","glass grinders (glassworkers)","AAT Getty","http://vocab.getty.edu/aat/300025283","glassworkers","http://vocab.getty.edu/aat/300435186"
"glass grinders","300435186","glass grinders (glassworkers)","AAT Getty","http://vocab.getty.edu/aat/300025283","glass-workers","http://vocab.getty.edu/aat/300435186"
"curriers","300025290","curriers","AAT Getty","http://vocab.getty.edu/aat/300025288","leatherworkers","http://vocab.getty.edu/aat/300025290"
"chasers (metalworkers)","300263566","chasers (metalworkers)","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300263566"
"metal founders","300435182","metal founders","AAT Getty","http://vocab.getty.edu/aat/300025303","founders (craftsmen)","http://vocab.getty.edu/aat/300435182"
"braziers (metalworkers)","300025315","braziers (metalworkers)","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300025315"
"artisan fitters (metalworkers)","300435211","artisan fitters (metalworkers)","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300435211"
"marbreurs","300025346","marbreurs","AAT Getty","http://vocab.getty.edu/aat/300025344","papermakers","http://vocab.getty.edu/aat/300025346"
"furriers","300025353","furriers","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025353"
"planers","300025379","planers (woodworkers)","AAT Getty","http://vocab.getty.edu/aat/300025368","woodworkers","http://vocab.getty.edu/aat/300025379"
"woodworker","300025379","planers (woodworkers)","AAT Getty","http://vocab.getty.edu/aat/300025368","wood-workers","http://vocab.getty.edu/aat/300025379"
"ébéniste","300025373","ébénistes","AAT Getty","http://vocab.getty.edu/aat/300025370","cabinetmakers","http://vocab.getty.edu/aat/300025373"
"ébénistes","300025373","ébénistes","AAT Getty","http://vocab.getty.edu/aat/300025370","cabinet-makers","http://vocab.getty.edu/aat/300025373"
"potters","300025414","potters","AAT Getty","http://vocab.getty.edu/aat/300025388","ceramicists","http://vocab.getty.edu/aat/300025414"
"chairmakers","300025405","chairmakers","AAT Getty","http://vocab.getty.edu/aat/300025401","furniture workers","http://vocab.getty.edu/aat/300025405"
"chair-makers","300025405","chair-makers","AAT Getty","http://vocab.getty.edu/aat/300025401","furniture workers","http://vocab.getty.edu/aat/300025405"
"bureaucrats","300025430","bureaucrats","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300025430"
"executives","300025432","executives","AAT Getty","http://vocab.getty.edu/aat/300025427","administrators","http://vocab.getty.edu/aat/300025432"
"gallery directors","300131106","gallery directors","AAT Getty","http://vocab.getty.edu/aat/300025431","directors (administrators)","http://vocab.getty.edu/aat/300131106"
"presidents","300025470","presidents","AAT Getty","http://vocab.getty.edu/aat/300025432","executives","http://vocab.getty.edu/aat/300025470"
"construction managers","300435137","construction managers","AAT Getty","http://vocab.getty.edu/aat/300025435","managers","http://vocab.getty.edu/aat/300435137"
"constables","300136406","constables","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300136406"
"nuncios","300417572","nuncios","AAT Getty","http://vocab.getty.edu/aat/300025462","diplomats","http://vocab.getty.edu/aat/300417572"
"members of congress","300136445","members of Congress","AAT Getty","http://vocab.getty.edu/aat/300025466","legislators","http://vocab.getty.edu/aat/300136445"
"praetors","300247693","praetors","AAT Getty","http://vocab.getty.edu/aat/300025467","magistrates","http://vocab.getty.edu/aat/300247693"
"palatines","300237245","palatines","AAT Getty","http://vocab.getty.edu/aat/300025472","viceroys","http://vocab.getty.edu/aat/300237245"
"medievalists","300417555","medievalists","AAT Getty","http://vocab.getty.edu/aat/300417556","<people in the humanities by area of speciality>","http://vocab.getty.edu/aat/300417555"
"academic sculptors","300420018","academic sculptors","AAT Getty","http://vocab.getty.edu/aat/300420016","academic artists","http://vocab.getty.edu/aat/300420018"
"altarpiece artists","300435119","altarpiece artists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300435119"
"artists-in-residence","300075520","artists-in-residence","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300075520"
"asuras","300404331","asuras","AAT Getty","http://vocab.getty.edu/aat/300379007","spirits (beings)","http://vocab.getty.edu/aat/300404331"
"architectural printmakers","300435135","architectural printmakers","AAT Getty","http://vocab.getty.edu/aat/300386212","architectural artists","http://vocab.getty.edu/aat/300435135"
"architectural artists","300386212","architectural artists","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300386212"
"goddesses","300343852","goddesses","AAT Getty","http://vocab.getty.edu/aat/300343850","deities","http://vocab.getty.edu/aat/300343852"
"meteorologists","300025814","meteorologists","AAT Getty","http://vocab.getty.edu/aat/300254368","earth scientists","http://vocab.getty.edu/aat/300025814"
"coach painters","300260816","coach painters","AAT Getty","http://vocab.getty.edu/aat/300260891","<painters by location or context>","http://vocab.getty.edu/aat/300260816"
"chiliarchs","300380380","chiliarchs","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300380380"
"land agents","300259204","land agents","AAT Getty","http://vocab.getty.edu/aat/300236284","stewards","http://vocab.getty.edu/aat/300259204"
"empresses","300150492","empresses","AAT Getty","http://vocab.getty.edu/aat/300237007","monarchs","http://vocab.getty.edu/aat/300150492"
"cardinals (prelates)","300025758","cardinals (prelates)","AAT Getty","http://vocab.getty.edu/aat/300237368","prelates","http://vocab.getty.edu/aat/300025758"
"soldiers","300185678","soldiers","AAT Getty","http://vocab.getty.edu/aat/300237630","<people in military occupations>","http://vocab.getty.edu/aat/300185678"
"police officers","300025867","police officers","AAT Getty","http://vocab.getty.edu/aat/300239083","<people in security and protection occupations>","http://vocab.getty.edu/aat/300025867"
"chauffeurs","300386246","chauffeurs","AAT Getty","http://vocab.getty.edu/aat/300239090","<people in transportation occupations>","http://vocab.getty.edu/aat/300386246"
"letterers","300025115","letterers","AAT Getty","http://vocab.getty.edu/aat/300239108","<people in visual arts-related occupations>","http://vocab.getty.edu/aat/300025115"
"chaplains","300025759","chaplains","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300025759"
"mullahs","300025767","mullahs","AAT Getty","http://vocab.getty.edu/aat/300239154","Islamic clergy","http://vocab.getty.edu/aat/300025767"
"diviners","300207878","diviners","AAT Getty","http://vocab.getty.edu/aat/300239172","<people in the occult sciences>","http://vocab.getty.edu/aat/300207878"
"entrepreneurs","300025222","entrepreneurs","AAT Getty","http://vocab.getty.edu/aat/300239179","businesspeople","http://vocab.getty.edu/aat/300025222"
"procurators","300025471","procurators","AAT Getty","http://vocab.getty.edu/aat/300239192","<public officers by activity>","http://vocab.getty.edu/aat/300025471"
"pianists","300235018","pianists","AAT Getty","http://vocab.getty.edu/aat/300234981","keyboard instrumentalists","http://vocab.getty.edu/aat/300235018"
"fiddlers","300386073","fiddlers","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300386073"
"clarinetists","300235050","clarinetists","AAT Getty","http://vocab.getty.edu/aat/300234984","wind instrumentalists","http://vocab.getty.edu/aat/300235050"
"clarinettists","300235050","clarinettists","AAT Getty","http://vocab.getty.edu/aat/300234984","wind instrumentalists","http://vocab.getty.edu/aat/300235050"
"gardeners","300025614","gardeners","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300025614"
"impresarios","300236867","impresarios","AAT Getty","http://vocab.getty.edu/aat/300197742","producers (managers)","http://vocab.getty.edu/aat/300236867"
"mobeds","300264500","mobeds","AAT Getty","http://vocab.getty.edu/aat/300188718","magi (clergy)","http://vocab.getty.edu/aat/300264500"
"heralds","300236032","heralds","AAT Getty","http://vocab.getty.edu/aat/300189710","officers (administrators)","http://vocab.getty.edu/aat/300236032"
"halberdiers","300343685","halberdiers","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300343685"
"basket makers (craftsmen)","300025394","basket makers (craftsmen)","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025394"
"hatters","300025354","hatters","AAT Getty","http://vocab.getty.edu/aat/300168309","<textile workers by product>","http://vocab.getty.edu/aat/300025354"
"art critics","300168235","art critics","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300168235"
"contractors","300025052","contractors","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025052"
"mohels","300136756","mohels","AAT Getty","http://vocab.getty.edu/aat/300168335","people in religion-related occupations","http://vocab.getty.edu/aat/300136756"
"epigraphers","300025489","epigraphers","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025489"
"educators","300025527","educators","AAT Getty","http://vocab.getty.edu/aat/300168393","<people in social science-related occupations>","http://vocab.getty.edu/aat/300025527"
"clergy","300025747","clergy","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300025747"
"compilers (people in literature)","300121766","compilers (people in literature)","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300121766"
"criminologists","300386264","criminologists","AAT Getty","http://vocab.getty.edu/aat/300171580","social scientists","http://vocab.getty.edu/aat/300386264"
"beauticians","300417559","beauticians","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300417559"
"dentists","300025808","dentists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300025808"
"stringed instrumentalists","300234983","stringed instrumentalists","AAT Getty","http://vocab.getty.edu/aat/300162131","instrumentalists","http://vocab.getty.edu/aat/300234983"
"nannies","300380151","nannies","AAT Getty","http://vocab.getty.edu/aat/300136452","domestics (servants)","http://vocab.getty.edu/aat/300380151"
